X       Y_REAL              Predictions
500.0	8.412324609625099	8.413585662841797
520.0	8.338428403007194	8.37775993347168
540.0	8.390649897379667	8.370914459228516
560.0	8.56508867441918	8.524942398071289
580.0	8.892167925453426	8.876888275146484
600.0	9.20682587603185	9.232490539550781
620.0	8.929704903866787	9.068792343139648
640.0	8.594567558991665	8.590433120727539
660.0	8.33168435515752	8.334728240966797
680.0	8.219161813323687	8.171249389648438
700.0	8.142064562431333	8.092927932739258
720.0	8.11133410584195	8.069782257080078
740.0	8.102239155815425	8.059041976928711
760.0	8.104257612090407	8.054597854614258
780.0	8.11939711102447	8.05829906463623
800.0	8.13899449125748	8.065200805664062
