X       Y_REAL              Predictions
500.0	8.39219643507145	8.399044036865234
520.0	8.299107904123291	8.362579345703125
540.0	8.31422610287222	8.35226821899414
560.0	8.425014680161247	8.397686004638672
580.0	8.666003917292786	8.631311416625977
600.0	9.069197664799091	9.065998077392578
620.0	9.29891788838799	9.382137298583984
640.0	8.91478183212303	8.985933303833008
660.0	8.549935135902329	8.568990707397461
680.0	8.376157057783253	8.394207000732422
700.0	8.260719244146367	8.267766952514648
720.0	8.205203822433491	8.209415435791016
740.0	8.178784492068388	8.180540084838867
760.0	8.168027873467747	8.165806770324707
780.0	8.173658489009409	8.154620170593262
800.0	8.185815733683349	8.148508071899414
