Y_REAL              Predictions
8.412324609625099	8.36893081665039
8.338428403007194	8.316649436950684
8.390649897379667	8.3287935256958
8.56508867441918	8.408028602600098
8.892167925453426	8.823396682739258
9.20682587603185	9.137835502624512
8.929704903866787	9.184751510620117
8.594567558991665	8.890830993652344
8.33168435515752	8.537727355957031
8.219161813323687	8.352290153503418
8.142064562431333	8.17442512512207
8.11133410584195	8.104705810546875
8.102239155815425	8.060076713562012
8.104257612090407	8.036054611206055
8.11939711102447	7.987946033477783
8.13899449125748	7.976563453674316
8.39219643507145	8.393631935119629
8.299107904123291	8.325544357299805
8.31422610287222	8.287668228149414
8.425014680161247	8.291241645812988
8.666003917292786	8.520648956298828
9.069197664799091	8.930638313293457
9.29891788838799	9.220481872558594
8.91478183212303	9.208388328552246
8.549935135902329	8.77425765991211
8.376157057783253	8.477444648742676
8.260719244146367	8.310688018798828
8.205203822433491	8.173169136047363
8.178784492068388	8.135337829589844
8.168027873467747	8.128090858459473
8.173658489009409	8.129403114318848
8.185815733683349	8.127253532409668
8.372204041503977	8.4148530960083
8.262931395799063	8.351014137268066
8.24645770989085	8.283219337463379
8.30025343470226	8.278069496154785
8.455574775317052	8.37904167175293
8.750126773197573	8.673933982849121
9.210004258448887	9.08316707611084
9.419748790065585	9.469451904296875
8.938406333497419	9.579740524291992
8.637488628764734	9.135193824768066
8.448953534644588	8.686380386352539
8.349074031780768	8.490226745605469
8.293079563326717	8.41098403930664
8.261326877892012	8.382447242736816
8.251719962304637	8.356884956359863
8.252227827944731	8.32509994506836
