wave    real    predicted
500	8.609025716513173	7.957054615020752
520	8.510458972639363	8.044147491455078
540	8.518171495835507	8.15534496307373
560	8.627317296374779	8.454649925231934
580	8.874188025633384	8.793761253356934
600	9.23292196618578	8.933655738830566
620	9.453668920509402	8.9501371383667
640	9.105496060943139	8.898923873901367
660	8.746664940684191	8.682482719421387
680	8.571209950166637	8.480545997619629
700	8.45175826593302	8.299426078796387
720	8.391738266200433	8.247944831848145
740	8.360417610453377	8.239334106445312
760	8.344620896268998	8.176033973693848
780	8.346017780090365	8.129164695739746
800	8.353516297890103	8.144513130187988
