wave    real    predicted
500	5.340401278203349	5.223064422607422
520	5.272923671183753	5.200482368469238
540	5.295083719674636	5.192253112792969
560	5.374758057972203	5.203268527984619
580	5.534236725895446	5.2244062423706055
600	5.834030171801347	5.239346504211426
620	6.191504026456615	5.268249988555908
640	6.727782313015749	5.3707499504089355
660	6.712963786616692	5.5786638259887695
680	6.3150655675843215	5.895200252532959
700	6.080534893070308	6.334194660186768
720	5.972299409548494	6.623255729675293
740	5.926571934286392	6.575528144836426
760	5.917278798032605	6.35550594329834
780	5.945919682206777	6.275866508483887
800	5.983028100338382	6.211435317993164
